crosswalk_id,source_year,geography,source_table,source_section,source_parent_label,source_label,source_universe,source_unit,source_concept,standard_variable,comparability_group,comparability_status,cross_decade_relationship,recommended_series_record,counterpart_year,counterpart_section,counterpart_source_label,rationale,crosswalk_review_status,source_file,notes
BC-2020-146,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Americas > Latin America,Estimate!!Total:!!Americas:!!Latin America:!!South America:,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_americas_latin_america_south_america,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Americas!!Latin America!!South America,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_154E; source_period=2016-2020; margin_of_error=2084; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-147,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Americas > Latin America > South America,Estimate!!Total:!!Americas:!!Latin America:!!South America:!!Argentina,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_argentina,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Americas!!Latin America!!South America!!Argentina,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_155E; source_period=2016-2020; margin_of_error=555; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-148,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Americas > Latin America > South America,Estimate!!Total:!!Americas:!!Latin America:!!South America:!!Bolivia,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_bolivia,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Americas!!Latin America!!South America!!Bolivia,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_156E; source_period=2016-2020; margin_of_error=256; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-149,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Americas > Latin America > South America,Estimate!!Total:!!Americas:!!Latin America:!!South America:!!Brazil,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_brazil,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Americas!!Latin America!!South America!!Brazil,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_157E; source_period=2016-2020; margin_of_error=865; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-150,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Americas > Latin America > South America,Estimate!!Total:!!Americas:!!Latin America:!!South America:!!Chile,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_chile,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Americas!!Latin America!!South America!!Chile,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_158E; source_period=2016-2020; margin_of_error=266; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-151,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Americas > Latin America > South America,Estimate!!Total:!!Americas:!!Latin America:!!South America:!!Colombia,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_colombia,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Americas!!Latin America!!South America!!Colombia,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_159E; source_period=2016-2020; margin_of_error=1442; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-152,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Americas > Latin America > South America,Estimate!!Total:!!Americas:!!Latin America:!!South America:!!Ecuador,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_ecuador,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Americas!!Latin America!!South America!!Ecuador,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_160E; source_period=2016-2020; margin_of_error=1448; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-153,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Americas > Latin America > South America,Estimate!!Total:!!Americas:!!Latin America:!!South America:!!Guyana,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_guyana,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Americas!!Latin America!!South America!!Guyana,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_161E; source_period=2016-2020; margin_of_error=508; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-154,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Americas > Latin America > South America,Estimate!!Total:!!Americas:!!Latin America:!!South America:!!Peru,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_peru,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Americas!!Latin America!!South America!!Peru,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_162E; source_period=2016-2020; margin_of_error=908; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
BC-2020-155,2020,Bergen County,B05006: PLACE OF BIRTH FOR THE FOREIGN-BORN POPULATION IN THE UNITED STATES,Place of birth of foreign-born persons,Americas > Latin America > South America,Estimate!!Total:!!Americas:!!Latin America:!!South America:!!Uruguay,Foreign-born population excluding population born at sea,persons,ACS foreign-born population by place of birth,foreign_born_country_of_birth_americas_latin_america_south_america_uruguay,country_of_birth,unknown,exact_2010_hierarchy_acs_period_estimate,no,2010,Place of birth of foreign-born persons,Estimate!!Total!!Americas!!Latin America!!South America!!Uruguay,"The standard variable records the closest concept and complete 2020 hierarchy. The value is a 2016-2020 ACS 5-Year period estimate with a published margin of error or Census annotation. Historical comparability remains unknown pending review of Census product, universe, category, and period differences.",generated_from_complete_2020_target_tables_and_master_review,bergen_county_2020_acs_immigration_cleaned.csv,2020 variable_id=B05006_163E; source_period=2016-2020; margin_of_error=134; estimate_annotation=none; moe_annotation=none; mapping_origin=preserved_reviewed_mapping; source_url=https://api.census.gov/data/2020/acs/acs5/groups/B05006.html; Included in complete B05001/B05006/B05007/B05012 coverage.
